replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
83,b_S_vs_N,-0.02000522910668049,True,137,0.000914486981134166,1197,1125
84,b_C_vs_N,-0.012746849428023113,True,139,0.0026885081909142627,1206,1125
84,b_M_vs_N,0.029607989806507102,True,139,0.0026885081909142627,1206,1125
84,b_S_vs_N,0.0010918555361971306,True,139,0.0026885081909142627,1206,1125
85,b_C_vs_N,-0.01860633918401793,True,137,0.004030022697432134,1188,1125
85,b_M_vs_N,0.030490602435314065,True,137,0.004030022697432134,1188,1125
85,b_S_vs_N,-0.015730899781672598,True,137,0.004030022697432134,1188,1125
86,b_C_vs_N,-0.006697179369685104,True,129,0.0022728757524825838,1193,1125
86,b_M_vs_N,0.04144222084502971,True,129,0.0022728757524825838,1193,1125
86,b_S_vs_N,-0.0022606670123074503,True,129,0.0022728757524825838,1193,1125
87,b_C_vs_N,-0.024924617882067845,True,156,0.0012056728415787976,1186,1125
87,b_M_vs_N,0.045102583779145854,True,156,0.0012056728415787976,1186,1125
87,b_S_vs_N,0.0008459332631974701,True,156,0.0012056728415787976,1186,1125
88,b_C_vs_N,-0.013100033215687059,True,136,0.0007118850417402456,1207,1125
88,b_M_vs_N,0.03149872543364099,True,136,0.0007118850417402456,1207,1125
88,b_S_vs_N,-0.0037931130385106216,True,136,0.0007118850417402456,1207,1125
89,b_C_vs_N,-0.00914081177722835,True,141,0.0046935652384740845,1202,1125
89,b_M_vs_N,0.03244893933015179,True,141,0.0046935652384740845,1202,1125
89,b_S_vs_N,-0.02296043316356944,True,141,0.0046935652384740845,1202,1125
90,b_C_vs_N,-0.013790075754037578,True,144,0.0033665843395507267,1203,1125
90,b_M_vs_N,0.021124840438497727,True,144,0.0033665843395507267,1203,1125
90,b_S_vs_N,-0.01495543804972053,True,144,0.0033665843395507267,1203,1125
91,b_C_vs_N,-0.025456845094912337,True,145,0.00155826663201597,1207,1125
91,b_M_vs_N,0.029937387035997493,True,145,0.00155826663201597,1207,1125
91,b_S_vs_N,-0.016557277325105143,True,145,0.00155826663201597,1207,1125
92,b_C_vs_N,-0.023309793965424527,True,138,0.0021416216376026753,1204,1125
92,b_M_vs_N,0.027989099850909128,True,138,0.0021416216376026753,1204,1125
92,b_S_vs_N,-0.010079639016171645,True,138,0.0021416216376026753,1204,1125
93,b_C_vs_N,-0.00914770826423404,True,161,0.0013431359779832175,1203,1125
93,b_M_vs_N,0.019436661843696336,True,161,0.0013431359779832175,1203,1125
93,b_S_vs_N,-0.017135324966049498,True,161,0.0013431359779832175,1203,1125
94,b_C_vs_N,-0.014293955771682774,True,140,0.002573037007311374,1198,1125
94,b_M_vs_N,0.04719894186257887,True,140,0.002573037007311374,1198,1125
94,b_S_vs_N,-0.004606998857839259,True,140,0.002573037007311374,1198,1125
95,b_C_vs_N,-0.018429145513339268,True,136,0.013972215614217909,1203,1125
95,b_M_vs_N,0.027240254766248608,True,136,0.013972215614217909,1203,1125
95,b_S_vs_N,-0.006788770815253113,True,136,0.013972215614217909,1203,1125
96,b_C_vs_N,-0.008091939599933191,True,138,0.002109868439582052,1204,1125
