replicate,dimension,category_vs_moral,estimand,estimate,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
23,condition,C,difference,-0.10972318580395457,True,119,0.0013966976532695519,1041,990
23,condition,S,base_slope,-0.030728797966329907,True,119,0.0013966976532695519,1041,990
23,condition,S,comparison_slope,-0.04819714562126738,True,119,0.0013966976532695519,1041,990
23,condition,S,difference,-0.017468347654937478,True,119,0.0013966976532695519,1041,990
23,game,C,base_slope,-0.02403018636560421,True,119,0.0013966976532695519,1041,990
23,game,C,comparison_slope,-0.0253843893514991,True,119,0.0013966976532695519,1041,990
23,game,C,difference,-0.0013542029858948932,True,119,0.0013966976532695519,1041,990
23,game,S,base_slope,-0.0408304349016525,True,119,0.0013966976532695519,1041,990
23,game,S,comparison_slope,-0.021471562029822807,True,119,0.0013966976532695519,1041,990
23,game,S,difference,0.019358872871829694,True,119,0.0013966976532695519,1041,990
24,condition,C,base_slope,0.007202409760927681,True,99,0.000846718102193833,1074,990
24,condition,C,comparison_slope,-0.027339709122368633,True,99,0.000846718102193833,1074,990
24,condition,C,difference,-0.034542118883296315,True,99,0.000846718102193833,1074,990
24,condition,S,base_slope,-0.06411157051140538,True,99,0.000846718102193833,1074,990
24,condition,S,comparison_slope,-0.0210220987307152,True,99,0.000846718102193833,1074,990
24,condition,S,difference,0.04308947178069018,True,99,0.000846718102193833,1074,990
24,game,C,base_slope,-0.028228483477802338,True,99,0.000846718102193833,1074,990
24,game,C,comparison_slope,-0.022972663975698984,True,99,0.000846718102193833,1074,990
24,game,C,difference,0.005255819502103352,True,99,0.000846718102193833,1074,990
24,game,S,base_slope,-0.030184328597399206,True,99,0.000846718102193833,1074,990
24,game,S,comparison_slope,-0.00836621511996117,True,99,0.000846718102193833,1074,990
24,game,S,difference,0.021818113477438037,True,99,0.000846718102193833,1074,990
25,condition,C,base_slope,0.17414238647338065,True,110,0.004971660047444981,1059,990
25,condition,C,comparison_slope,-0.04722392130408537,True,110,0.004971660047444981,1059,990
25,condition,C,difference,-0.22136630777746602,True,110,0.004971660047444981,1059,990
25,condition,S,base_slope,-0.02957709517061414,True,110,0.004971660047444981,1059,990
25,condition,S,comparison_slope,-0.03873810069885904,True,110,0.004971660047444981,1059,990
25,condition,S,difference,-0.0091610055282449,True,110,0.004971660047444981,1059,990
25,game,C,base_slope,-0.040353377340946926,True,110,0.004971660047444981,1059,990
25,game,C,comparison_slope,-0.04387523957412337,True,110,0.004971660047444981,1059,990
25,game,C,difference,-0.003521862233176444,True,110,0.004971660047444981,1059,990
25,game,S,base_slope,-0.030044979088358282,True,110,0.004971660047444981,1059,990
25,game,S,comparison_slope,-0.017963314951716606,True,110,0.004971660047444981,1059,990
25,game,S,difference,0.012081664136641676,True,110,0.004971660047444981,1059,990
26,condition,C,base_slope,0.1698611848561943,True,104,0.0017581212145376668,1065,990
26,condition,C,comparison_slope,-0.04583766370403747,True,104,0.0017581212145376668,1065,990
26,condition,C,difference,-0.21569884856023178,True,104,0.0017581212145376668,1065,990
26,condition,S,base_slope,-0.011132952931327027,True,104,0.0017581212145376668,1065,990
26,condition,S,comparison_slope,-0.02728565134194812,True,104,0.0017581212145376668,1065,990
26,condition,S,difference,-0.016152698410621093,True,104,0.0017581212145376668,1065,990
26,game,C,base_slope,-0.03532287684126238,True,104,0.0017581212145376668,1065,990
26,game,C,comparison_slope,-0.02702767231642995,True,104,0.0017581212145376668,1065,990
26,game,C,difference,0.008295204524832431,True,104,0.0017581212145376668,1065,990
26,game,S,base_slope,-0.01723194584399116,True,104,0.0017581212145376668,1065,990
26,game,S,comparison_slope,-0.011556213206845637,True,104,0.0017581212145376668,1065,990
26,game,S,difference,0.005675732637145522,True,104,0.0017581212145376668,1065,990
27,condition,C,base_slope,0.1222849223062537,True,112,0.004331748787672396,1076,990
27,condition,C,comparison_slope,-0.05956542173560893,True,112,0.004331748787672396,1076,990
27,condition,C,difference,-0.18185034404186262,True,112,0.004331748787672396,1076,990
27,condition,S,base_slope,-0.05817596794346756,True,112,0.004331748787672396,1076,990
27,condition,S,comparison_slope,-0.05478141245353841,True,112,0.004331748787672396,1076,990
27,condition,S,difference,0.0033945554899291507,True,112,0.004331748787672396,1076,990
27,game,C,base_slope,-0.052866267702370254,True,112,0.004331748787672396,1076,990
27,game,C,comparison_slope,-0.03444562037454287,True,112,0.004331748787672396,1076,990
27,game,C,difference,0.01842064732782738,True,112,0.004331748787672396,1076,990
27,game,S,base_slope,-0.05114047076787611,True,112,0.004331748787672396,1076,990
27,game,S,comparison_slope,0.0015837521763937962,True,112,0.004331748787672396,1076,990
27,game,S,difference,0.052724222944269906,True,112,0.004331748787672396,1076,990
