subject_id,treatment_cell,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::kw::5d421d6e6247ef001900bdf9,kw_market,-1.2755361907618286,-0.8263823412190779,4,0.7372595162722781,0.1594433700422292,0.1032971136854927
market_control::kw::5d4acbc3cfe6e90001ad87c9,kw_market,-0.22293572430473838,-0.5687672838876153,3,0.5574172437024081,0.34072368165761013,0.10185907463998173
market_control::kw::5d5035c5d87393001af70561,kw_market,0.8979342125466696,-0.2215651947627225,1,0.3227361886628851,0.5927980305073176,0.08446578082979733
market_control::kw::5d51ad87e02e5500182bb86e,kw_market,-0.4820952897411686,-0.3416584925829943,1,0.5873362586209776,0.2787482843859977,0.13391545699302473
market_control::kw::5d52a800c42ad6001a1f6482,kw_market,1.1389780618005145,-0.20101376438630894,2,0.2782293735071587,0.647221412272142,0.07454921422069928
market_control::kw::5d53326a70729700015efb69,kw_market,0.426256813645865,0.8412081134468166,2,0.3434001114448209,0.40265856738648487,0.2539413211686942
market_control::kw::5d55fbf180b951001ac49201,kw_market,-0.5939620952741725,-0.3059176297759585,1,0.6020038852358618,0.25600077154148065,0.14199534322265756
market_control::kw::5d56e5c7844d0e0016eccc25,kw_market,-0.9591109714880579,0.42714934924558057,3,0.561472459675865,0.16784744298866755,0.27068009733546744
market_control::kw::5d697ea28572fc000126b779,kw_market,-0.8911131209805151,-0.46365925385732093,2,0.6587086387204919,0.20874951692272772,0.13254184435678032
market_control::kw::5d6e5462c5a2e300169b687e,kw_market,-0.3485814179775846,1.0927159215277933,1,0.4031918601278195,0.22230268106306786,0.3745054588091127
market_control::kw::5d7047d764b37b0017ffa710,kw_market,-0.4236297631347847,-0.7421646600853435,4,0.6042751173004051,0.30295375690012255,0.09277112579947239
market_control::kw::5d70dd0b28805f001aaf9a94,kw_market,-1.2755361907618286,-0.8263823412190779,4,0.7372595162722781,0.1594433700422292,0.1032971136854927
market_control::kw::5d72263be0c76e001b132794,kw_market,0.4168472469056266,1.010196629154664,2,0.32927218170675615,0.38369175307525444,0.28703606521798947
market_control::kw::5d75555c99bf5b0018864ed3,kw_market,-0.6299919164681198,-0.1569794490908893,1,0.5938281912698029,0.24402972373917484,0.16214208499102228
market_control::kw::5d791ec483d5a400018d8629,kw_market,-0.2949951866932475,0.2932161762430434,4,0.4997749796480755,0.28687535347996085,0.2133496668719636
market_control::kw::5d7fd2a5987f70001602d95b,kw_market,0.9785446713276007,-0.21431840347950118,1,0.3075388735325705,0.6113055894527064,0.08115553701472313
market_control::kw::5d820503d2ef9c0001a3f0da,kw_market,-0.10173882954887792,-0.5751415481058965,3,0.5346763577127431,0.36808589364354605,0.09723774864371089
market_control::kw::5d8a3031baf792001640a637,kw_market,-0.4820952897411686,-0.3416584925829943,1,0.5873362586209776,0.2787482843859977,0.13391545699302473
market_control::kw::5d95d2bbd84e9e001607bfea,kw_market,1.7737481743571708,-0.337949527659812,4,0.17948103027042048,0.7782736516925519,0.0422453180370276
market_control::kw::5da09f733c3367001a72dec6,kw_market,-0.8282133944450134,-0.548107949827886,2,0.6569314535174614,0.2213876619423268,0.1216808845402118
market_control::kw::5da18dd5f362630015ee5f72,kw_market,-0.17909143414961723,-0.5522229036773982,3,0.5482281492503002,0.34988096947154096,0.10189088127815893
