comparison,origin_cell,destination_cell,PROLIFIC_PID,origin_trial_order,destination_trial_order,origin_weight_M,origin_weight_S,origin_weight_C,destination_weight_M,destination_weight_S,destination_weight_C,delta_weight_M,delta_weight_S,delta_weight_C,origin_share_sent,destination_share_sent,delta_share_sent
KW Control to LT Control,kw_control,lt_control,615f097035d3a6a38238039b,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.0082614535938218,0.006563886462374685,0.0016975671314471245,0.0,0.3333333333333333,0.3333333333333333
KW Control to LT Control,kw_control,lt_control,616202f3ca5b3ab47923ee80,2,1,0.7983568938432501,0.17360022704942335,0.02804287910732649,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.049900420030364545,0.05051790229656736,-0.0006174822662028262,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,61762d78247d96d4b4b6c132,1,2,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.06291197534105153,0.06330161238504584,-0.00038963704399429255,0.25,0.3333333333333333,0.08333333333333331
KW Control to LT Control,kw_control,lt_control,62029887ef1cb18a1337c2e4,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6482243380878459,0.3133436321064592,0.0384320298056949,-0.08659970051596577,0.07221765152807377,0.014382048987891898,0.0833333333333333,0.1666666666666666,0.0833333333333333
KW Control to LT Control,kw_control,lt_control,62681384fd4e3b590854ac76,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6819338571074661,0.2781823785743296,0.03988376431820422,-0.0528901814963455,0.03705639799594415,0.01583378350040122,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6272bd000471b3d9ed5d4da5,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.0755789146431255,0.07538088080637781,0.00019803383674767833,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,627939f8be425f07943f0533,2,1,0.7128710650642286,0.2623504058982448,0.02477852903752663,0.6882857048777671,0.28573775013476477,0.025976544987468205,-0.024585360186461513,0.023387344236519947,0.0011980159499415735,0.1666666666666666,0.3333333333333333,0.1666666666666667
KW Control to LT Control,kw_control,lt_control,6286800999a782f0e51954a5,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.0,0.5,0.5
KW Control to LT Control,kw_control,lt_control,62a720d11331233ff4d813d5,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.09747280344602127,0.09895261850114723,-0.0014798150551258611,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,62b6cb277460cccbc8f27ad5,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,62e04413fd91f451e42d558d,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.10754493492479966,0.1097715196401704,-0.0022265847153707524,0.3333333333333333,0.5833333333333333,0.24999999999999994
KW Control to LT Control,kw_control,lt_control,62ea814597e4669c86d1eb46,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,62fb79ce60f92702f85d1e40,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,62fcf3d9948e4a6a9623cce8,1,2,0.7247105410046907,0.25111932744758747,0.024170131547721904,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.030904588939034805,0.029736527821074388,0.0011680611179603444,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,63038b2eaffacfbe936164c1,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6938059520656559,0.28085585526866186,0.025338192665682248,0.033695268327134764,-0.038274355592821385,0.004579087265686638,0.4166666666666666,0.3333333333333333,-0.08333333333333326
KW Control to LT Control,kw_control,lt_control,6308dca0fefa374b1d697aba,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.5319756205153967,0.44866505565145953,0.019359323833143843,-0.1281350632231244,0.1295348447899763,-0.0013997815668517662,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,63132e0bd4c11adb849be441,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.12033484927910698,0.12290170389394939,-0.0025668546148423198,0.0,0.3333333333333333,0.3333333333333333
KW Control to LT Control,kw_control,lt_control,6317466e77a46dec7e2909b4,2,1,0.6739155352331191,0.304493373492797,0.021591091274083908,0.693409797223655,0.2807834826973948,0.025806720078950227,0.019494261990535944,-0.0237098907954022,0.0042156288048663185,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,631908a8cdd88ee53fb9a0d9,2,1,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6938059520656559,0.28085585526866186,0.025338192665682248,0.033695268327134764,-0.038274355592821385,0.004579087265686638,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6319fb160fc7f174e5861d1d,1,2,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7176309556798487,0.25543294634385894,0.026936097976292338,-0.03908697172685871,0.03787870346024291,0.0012082682666157973,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,631b20fe907d287dc6c1ea1e,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.0755789146431255,0.07538088080637781,0.00019803383674767833,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,632190bcf132c51acad8d760,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.0755789146431255,0.07538088080637781,0.00019803383674767833,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,633b0a148c59e60d29652fda,2,1,0.7174442778377254,0.25816406726181873,0.024391654900455986,0.6819338571074661,0.2781823785743296,0.039883764318204215,-0.03551042073025923,0.02001831131251086,0.015492109417748229,0.5,0.3333333333333333,-0.16666666666666669
KW Control to LT Control,kw_control,lt_control,63469936667ba15958274dc7,1,2,0.7314833179809022,0.24407625304855812,0.02444042897053967,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.09510023985330174,0.09637969372900729,-0.001279453875705449,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6346b5a6ea546c77fae4c827,2,1,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.03500641439737373,0.03397807401783709,0.0010283403795365714,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,63614851eba9f853fc9ffb45,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,63d15a7517e523b16d71c5a9,1,2,0.753608824986274,0.22021916379782788,0.02617201121589807,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.1172257468586736,0.12023678297973753,-0.003011036121063848,0.1666666666666666,0.3333333333333333,0.1666666666666667
KW Control to LT Control,kw_control,lt_control,63d276cb9267b23170884be3,2,1,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.5777441953137519,0.4012970549122865,0.020958749773961633,-0.15106817114927773,0.15441927366146174,-0.0033511025121840433,0.25,0.4166666666666666,0.16666666666666657
KW Control to LT Control,kw_control,lt_control,63d2a265f30f192a148f83cc,1,2,0.7995609570443725,0.17234118543327498,0.028097857522352596,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.051104483231486864,0.05177694391271573,-0.0006724606812289306,0.5,0.3333333333333333,-0.16666666666666669
KW Control to LT Control,kw_control,lt_control,63d405a83ba700cc5bb12e9c,1,2,0.7247105410046907,0.25111932744758747,0.024170131547721904,0.6604743849046749,0.3148768572717353,0.02464875782358966,-0.06423615610001576,0.06375752982414784,0.0004786262758677551,0.0,0.3333333333333333,0.3333333333333333
KW Control to LT Control,kw_control,lt_control,63d445e3a5aba6622cd022d4,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.0755789146431255,0.07538088080637781,0.00019803383674767833,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,63d53d150a864eb06120bb88,2,1,0.5441556603381045,0.4388386261510318,0.01700571351086376,0.7142810798622194,0.2584576702188187,0.02726124991896183,0.17012541952411497,-0.1803809559322131,0.010255536408098072,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,63d7a7a1d17deb01f7afddd2,1,2,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.09242928833542918,0.09357816552674064,-0.0011488771913114558,0.5,0.6666666666666667,0.16666666666666674
KW Control to LT Control,kw_control,lt_control,63d7cbbc05916152378dfcb5,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.7182400195448464,0.25474422240125416,0.027015758053899438,-0.016584019058965227,0.01361824182286872,0.002965777236096437,0.25,0.1666666666666666,-0.0833333333333334
KW Control to LT Control,kw_control,lt_control,63d7f363c1c417a758d5b4ea,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.25,0.4166666666666666,0.16666666666666657
KW Control to LT Control,kw_control,lt_control,63ea48a5aebf913c16ce4c9e,1,2,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.03500641439737373,0.03397807401783709,0.0010283403795365714,0.125,0.0,-0.125
KW Control to LT Control,kw_control,lt_control,63f8705ae362b217290d08c2,2,1,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.7214308112126578,0.2518708562066857,0.026698332580656493,0.06132012747413673,-0.06725935465479754,0.005939227180660884,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,640152774945eb00209175b4,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6257356478853578,0.33770697425361357,0.03655737786102861,-0.10908839071845378,0.09658099367522813,0.01250739704322561,0.4166666666666666,0.5,0.08333333333333343
KW Control to LT Control,kw_control,lt_control,640242b8a64a7390539f302b,2,1,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.1421057630297694,0.1454225257562718,-0.003316762726502321,0.5,0.3333333333333333,-0.16666666666666669
KW Control to LT Control,kw_control,lt_control,64136140e1cce438bf993257,2,1,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.7431087623161966,0.22881338385575273,0.02807785382805066,0.014296395853166999,-0.01806439739507204,0.0037680015419049827,0.4166666666666666,0.6666666666666667,0.25000000000000017
KW Control to LT Control,kw_control,lt_control,64136981aa9af9154f69c8d7,2,1,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6195570689192931,0.3434713310338068,0.03697160004690006,-0.040553614819228034,0.024341120172323538,0.01621249464690445,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,641c8d70daf41e655220606d,1,2,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.693409797223655,0.2807834826973948,0.025806720078950227,-0.06330813018305237,0.06322923981377876,7.889036927368615e-05,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,642727be26e2e928b64f0ab0,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.1666666666666666,-0.33333333333333337
KW Control to LT Control,kw_control,lt_control,643808a66bb6ef1aff6bcf27,1,2,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7239472268018522,0.2488802004628819,0.02717257273526588,-0.03277070060485521,0.03132595757926587,0.001444743025589338,0.1666666666666666,0.3333333333333333,0.1666666666666667
KW Control to LT Control,kw_control,lt_control,64403df6a907abab42be962a,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.693409797223655,0.2807834826973948,0.025806720078950227,-0.06330813018305237,0.06322923981377876,7.889036927368615e-05,0.5416666666666667,0.5833333333333333,0.04166666666666652
KW Control to LT Control,kw_control,lt_control,644655c01a3123d677fe7b2d,2,1,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.10754493492479966,0.1097715196401704,-0.0022265847153707524,0.25,0.3333333333333333,0.08333333333333331
KW Control to LT Control,kw_control,lt_control,644a4cace89b63c509a1e3df,2,1,0.7944639375342607,0.17694258445463806,0.02859347801110124,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.0460074637213751,0.047175544891352644,-0.001168081169977575,0.25,0.3333333333333333,0.08333333333333331
KW Control to LT Control,kw_control,lt_control,644bdfbf6078442ff277a4bb,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7321471494887948,0.2240370124508021,0.04381583806040307,-0.024570777917912623,0.006482769567186075,0.018088008350726527,0.3333333333333333,0.4166666666666666,0.08333333333333326
KW Control to LT Control,kw_control,lt_control,644bf7fe4fa5d41d1b261946,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6819338571074661,0.2781823785743296,0.039883764318204215,-0.0528901814963455,0.03705639799594415,0.015833783500401214,0.3333333333333333,0.5,0.16666666666666669
KW Control to LT Control,kw_control,lt_control,64666a24d4af630f6124f177,1,2,0.7931267787554512,0.17834397085079468,0.028529250393754042,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.04467030494256563,0.04577415849519603,-0.0011038535526303773,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,646bf9533847a5cbaac4825c,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,647205d8a9928c1f1f9ca9b9,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6162811222853831,0.3606233245622473,0.023095553152369507,-0.1185429163184285,0.11949734398386189,-0.0009544276654334938,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,64e61891542003e1b394bad3,1,2,0.7288123664630296,0.24687778125082477,0.024309852286145676,0.6604743849046749,0.3148768572717353,0.02464875782358966,-0.06833798155835469,0.06799907602091054,0.00033890553744398214,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,64fb1c70c9719e368a47142d,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,64fb7a063c124d3259221f63,1,2,0.6771528092642831,0.1973916769014874,0.12545551383422943,0.6938059520656559,0.28085585526866186,0.025338192665682248,0.016653142801372756,0.08346417836717446,-0.10011732116854719,0.5,0.3333333333333333,-0.16666666666666669
KW Control to LT Control,kw_control,lt_control,65017e37444eabcb98a0f4c9,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.05289441317756993,0.05303379371749925,-0.00013938053992933533,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6534cceb3847273f3c9b8239,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.3333333333333333,0.5,0.16666666666666669
KW Control to LT Control,kw_control,lt_control,653e8aa7a31cfbf34da5939a,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6819338571074661,0.2781823785743296,0.03988376431820422,-0.0528901814963455,0.03705639799594415,0.01583378350040122,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6543b26af1e6e62e562a4177,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.7484564738128856,0.2241181293459907,0.027425396841123665,0.013632435209073979,-0.017007851232394733,0.003375416023320664,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6544fdc7d89f7e26184cd12e,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.0,0.5,0.5
KW Control to LT Control,kw_control,lt_control,6545400d6d15a71561d3d2e9,2,1,0.753608824986274,0.22021916379782788,0.02617201121589807,0.7270089158503146,0.24614332647722914,0.026847757672456285,-0.026599909135959443,0.025924162679401258,0.0006757464565582162,0.5,0.6666666666666667,0.16666666666666674
KW Control to LT Control,kw_control,lt_control,65465ad50fb5c91a7da03f86,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.023727605610920688,0.021325735916082167,0.002401869694838611,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6548ecb8df0db5617e001aef,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.3333333333333333,0.6666666666666667,0.3333333333333334
KW Control to LT Control,kw_control,lt_control,6563b8c95e1de3467955294d,2,1,0.7247105410046907,0.25111932744758747,0.024170131547721904,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.030904588939034805,0.029736527821074388,0.0011680611179603444,0.3333333333333333,0.5,0.16666666666666669
KW Control to LT Control,kw_control,lt_control,65674bbe06cda795e73bfcce,2,1,0.7715572501077551,0.16592244856587485,0.06252030132636997,0.7089432082984144,0.2488253798428366,0.04223141185874904,-0.06261404180934071,0.08290293127696174,-0.020288889467620932,0.5,0.6666666666666667,0.16666666666666674
KW Control to LT Control,kw_control,lt_control,6569e71e2dc4cb2ac7e49e89,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7176309556798487,0.25543294634385894,0.026936097976292338,-0.03908697172685871,0.03787870346024291,0.0012082682666157973,0.5833333333333333,0.4583333333333333,-0.12499999999999994
KW Control to LT Control,kw_control,lt_control,656de737da10444f5be8063e,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.05289441317756993,0.05303379371749925,-0.00013938053992933533,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,659434e70eca9f5cb8c6f1d5,1,2,0.7944639375342607,0.17694258445463806,0.02859347801110124,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.0460074637213751,0.047175544891352644,-0.001168081169977575,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6598f71c3d07928cc1890b9f,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.7182400195448464,0.25474422240125416,0.027015758053899438,0.05812933580632529,-0.06438598846022908,0.006256652653903828,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65a0af125aba9e5f885c0ff3,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.7484564738128856,0.2241181293459907,0.027425396841123665,0.013632435209073979,-0.017007851232394733,0.003375416023320664,0.4583333333333333,0.3333333333333333,-0.125
KW Control to LT Control,kw_control,lt_control,65aafa301d1aa8daf91f5bee,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.5777441953137519,0.4012970549122865,0.020958749773961633,-0.15707984329005975,0.16017107433390107,-0.003091231043841368,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65af6825dc5ec1a8d28d4183,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6009107647401829,0.377130693165245,0.02195854209457211,-0.13391327386362872,0.13600471258685956,-0.0020914387232308894,0.0,0.3333333333333333,0.3333333333333333
KW Control to LT Control,kw_control,lt_control,65b3ed69eb1a6277cdc1ee3a,1,2,0.6217549672957006,0.3580954952194272,0.020149537484872346,0.6363830781276004,0.3404559467775654,0.02316097509483422,0.014628110831899854,-0.017639548441861774,0.003011437609961875,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65b6dc6d9d685626cfef6857,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6303571645305273,0.3463919393489349,0.023250896120537844,-0.10446687407328437,0.10526595877054948,-0.0007990846972651573,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65c14eb17b368ee1ed773e03,2,1,0.7010457663191887,0.24142662903333345,0.05752760464747788,0.6595412221690814,0.31589771968048086,0.02456105815043769,-0.04150454415010729,0.07447109064714741,-0.032966546497040186,0.0416666666666666,0.4166666666666666,0.375
KW Control to LT Control,kw_control,lt_control,65cb86f5d66c449d8c8f69af,1,2,0.7288992627058608,0.21053110997781643,0.06056962731632285,0.6903413110439967,0.2442381796632478,0.06542050929275567,-0.038557951661864154,0.03370706968543136,0.004850881976432818,0.4166666666666666,0.5,0.08333333333333343
KW Control to LT Control,kw_control,lt_control,65cccdff4fd2300b7bfef505,2,1,0.7964277519034667,0.17554450988327766,0.02802773821325554,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.13718262794278058,0.1409623515014856,-0.0037797235587048623,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65d23bd4ff1b1b2309615228,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7143060005750242,0.24329883449060058,0.04239516493437523,-0.042411926831683155,0.025744591606984557,0.01666733522469869,0.5,0.5833333333333333,0.08333333333333326
KW Control to LT Control,kw_control,lt_control,65dfc96e7508cdc692c77fa4,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6902958571029703,0.28409049655497925,0.02561364634205055,-0.04452818150084137,0.042964515976593814,0.0015636655242475504,0.5,0.75,0.25
KW Control to LT Control,kw_control,lt_control,65e93461002cbec4e9a28f80,2,1,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.693409797223655,0.2807834826973948,0.025806720078950227,0.033299113485133924,-0.03834672816408846,0.005047614678954617,0.25,0.4583333333333333,0.20833333333333331
KW Control to LT Control,kw_control,lt_control,65ea3ad7b77c607619e7def6,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,65f188fa5c340214664f1951,1,2,0.7314833179809022,0.24407625304855812,0.02444042897053967,0.7176309556798487,0.25543294634385894,0.026936097976292338,-0.013852362301053467,0.011356693295300813,0.002495669005752668,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,65fcc84e70796a69373bcd0e,2,1,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6938059520656559,0.28085585526866186,0.025338192665682248,0.033695268327134764,-0.038274355592821385,0.004579087265686638,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,660338e4a1acbad65a2955ec,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.10754493492479966,0.1097715196401704,-0.0022265847153707524,0.5,0.6666666666666667,0.16666666666666674
KW Control to LT Control,kw_control,lt_control,66047cf334cba5fe8be31eeb,1,2,0.753608824986274,0.22021916379782788,0.02617201121589807,0.6595412221690814,0.31589771968048086,0.02456105815043769,-0.09406760281719262,0.09567855588265298,-0.0016109530654603785,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,660d5572c059afcbc587f8ac,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.7484564738128856,0.2241181293459907,0.027425396841123665,0.013632435209073979,-0.017007851232394733,0.003375416023320664,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,660d93e761fbbc2c4bd8e758,1,2,0.6739155352331191,0.304493373492797,0.021591091274083908,0.6938059520656559,0.28085585526866186,0.025338192665682248,0.019890416832536784,-0.023637518224135123,0.0037471013915983398,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,66117731dd2d071debd435a4,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,66131cf497c722e7c66752d5,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.7484564738128856,0.2241181293459907,0.027425396841123665,0.0883457900743645,-0.09501208151549254,0.0066662914411280555,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6617e789dda93f132b28b306,1,2,0.7964565574499164,0.17493492732181543,0.02860851522826821,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.04800008363703079,0.04918320202417528,-0.001183118387144546,0.5,0.1666666666666666,-0.33333333333333337
KW Control to LT Control,kw_control,lt_control,661fc92a62f9024a3aa5d28d,1,2,0.7174442778377254,0.25816406726181873,0.024391654900455986,0.6009107647401829,0.377130693165245,0.02195854209457211,-0.11653351309754245,0.11896662590342627,-0.0024331128058838747,0.3333333333333333,0.3333333333333333,0.0
KW Control to LT Control,kw_control,lt_control,66257a414b2977d75dcbd625,2,1,0.7931267787554512,0.17834397085079468,0.028529250393754042,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.04467030494256563,0.04577415849519603,-0.0011038535526303773,0.375,0.6666666666666667,0.29166666666666674
KW Control to LT Control,kw_control,lt_control,66294441f6545cc65fd7e23f,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6303571645305273,0.3463919393489349,0.023250896120537844,-0.10446687407328437,0.10526595877054948,-0.0007990846972651573,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,662958eb81091be0624ab054,1,2,0.7995609570443725,0.17234118543327498,0.028097857522352596,0.6882857048777671,0.28573775013476477,0.025976544987468205,-0.11127525216660539,0.11339656470148979,-0.0021213125348843904,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,662f8a3bc02a7f164555439a,2,1,0.7098938753607666,0.22451910033391315,0.06558702430532021,0.6891439641149328,0.2847897250202247,0.0260663108648424,-0.020749911245833808,0.06027062468631156,-0.039520713440477806,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,662fb3c5e1820641167cb02a,1,2,0.6601106837385211,0.31913021086148324,0.02075910539999561,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.023727605610920688,0.021325735916082167,0.002401869694838611,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,66350a6a2e4e570ebbde861f,1,2,0.7084072414820392,0.2360778812497956,0.05551487726816525,0.6303571645305273,0.3463919393489349,0.023250896120537844,-0.0780500769515119,0.11031405809913933,-0.03226398114762741,0.4166666666666666,0.5833333333333333,0.16666666666666669
KW Control to LT Control,kw_control,lt_control,66371cc4de71aac65b5f1980,2,1,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.16496780886285511,0.16937161114907395,-0.00440380228621878,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,6638f1869e08291a2a97c4fb,1,2,0.6616665690023041,0.31679274140950836,0.02154068958818751,0.6882857048777671,0.28573775013476477,0.025976544987468205,0.02661913587546294,-0.031054991274743593,0.004435855399280694,0.5,0.5,0.0
