comparison,origin_cell,destination_cell,PROLIFIC_PID,origin_trial_order,destination_trial_order,origin_weight_M,origin_weight_S,origin_weight_C,destination_weight_M,destination_weight_S,destination_weight_C,delta_weight_M,delta_weight_S,delta_weight_C,origin_share_sent,destination_share_sent,delta_share_sent
KW Control to LT Control,kw_control,lt_control,5cb882d33f0af9000159e00f,1,2,0.6217549672957006,0.3580954952194272,0.020149537484872346,0.5187950775596698,0.462434623928064,0.018770298512266238,-0.10295988973603076,0.10433912870863682,-0.0013792389726061081,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,5cc1663d56214200010e1ca6,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,5cc39aa64d7a7f0001817c43,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6313675806658176,0.34529477225990646,0.023337647074276043,-0.10345645793799407,0.10416879168152102,-0.0007123337435269578,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,5cc7f52f4bb96d00018a979f,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,5ccdc8af8866b10015fff794,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6363830781276004,0.3404559467775654,0.02316097509483422,-0.0984409604762112,0.09932996619917997,-0.0008890057229687803,0.3333333333333333,0.3333333333333333,0.0
KW Control to LT Control,kw_control,lt_control,5cd6f56d4a405a001747f8bc,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.6592451239606861,0.31650686138476325,0.02424801465455068,-0.1421057630297694,0.1454225257562718,-0.003316762726502321,0.0,0.0,0.0
KW Control to LT Control,kw_control,lt_control,5cd9cdd636e33f00194cb6d6,1,2,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.7353339905215043,0.22161279241119422,0.04305321706730151,-0.021383936885203125,0.004058549527578198,0.01732538735762497,0.0833333333333333,0.3333333333333333,0.25
KW Control to LT Control,kw_control,lt_control,5cf8318919f4a3001a24221e,1,2,0.8013508869904555,0.17108433562849146,0.027564777381053,0.7484564738128856,0.2241181293459907,0.027425396841123665,-0.05289441317756993,0.05303379371749925,-0.00013938053992933533,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,5cf8e0107d0e5c00166bc2db,2,1,0.7567179274067074,0.21755424288361602,0.02572782970967654,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.06291197534105153,0.06330161238504584,-0.00038963704399429255,0.0,0.3333333333333333,0.3333333333333333
KW Control to LT Control,kw_control,lt_control,5d0dd940312297000137d2a7,2,1,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.0416666666666666,0.3333333333333333,0.29166666666666674
KW Control to LT Control,kw_control,lt_control,5d14f846fdfbed0001af2673,1,2,0.7348240386038116,0.24112598057838544,0.024049980817803,0.6938059520656559,0.28085585526866186,0.025338192665682248,-0.04101808653815575,0.03972987469027642,0.0012882118478792469,0.5,0.5,0.0
KW Control to LT Control,kw_control,lt_control,5d192384c1e685001a907257,1,2,0.7910290791819482,0.17983991364527635,0.02913100717277548,0.6902958571029703,0.28409049655497925,0.02561364634205055,-0.10073322207897795,0.1042505829097029,-0.003517360830724927,0.5,0.5,0.0
