frame_id,PROLIFIC_PID,treatment,Market,allocation_kept,share_sent,cell,substantive_classifications,hp,fitted_probability_M,fitted_probability_S,fitted_probability_C
55a1321efdf99b6ec83c214e|lt|1,55a1321efdf99b6ec83c214e,lt,1,6.5,0.4583333333333333,lt_market,4,6.0,0.6963986685899353,0.1935202203482972,0.11008111106176753
55a1321efdf99b6ec83c214e|lt|1,55a1321efdf99b6ec83c214e,lt,1,6.5,0.4583333333333333,lt_market,4,8.0,0.4340541290144626,0.4777109522856969,0.0882349186998405
55a1321efdf99b6ec83c214e|lt|1,55a1321efdf99b6ec83c214e,lt,1,6.5,0.4583333333333333,lt_market,4,12.0,0.21322207286148784,0.738123155701806,0.04865477143670605
55a47692fdf99b126e625257|lt|1,55a47692fdf99b126e625257,lt,1,12.0,0.0,lt_market,1,4.0,0.4210450142880932,0.4592488024107363,0.11970618330117044
55a47692fdf99b126e625257|lt|1,55a47692fdf99b126e625257,lt,1,12.0,0.0,lt_market,1,6.0,0.5725942893215868,0.2846205727639184,0.1427851379144948
55a47692fdf99b126e625257|lt|1,55a47692fdf99b126e625257,lt,1,12.0,0.0,lt_market,1,8.0,0.3040113498375792,0.598496978645627,0.0974916715167939
55a47692fdf99b126e625257|lt|1,55a47692fdf99b126e625257,lt,1,12.0,0.0,lt_market,1,12.0,0.13241151806855378,0.8199234200488826,0.047665061882563586
55d06fd334e9060012e5781c|lt|1,55d06fd334e9060012e5781c,lt,1,12.0,0.0,lt_market,4,4.0,0.23885324505544323,0.7032627233521233,0.05788403159243351
55d06fd334e9060012e5781c|lt|1,55d06fd334e9060012e5781c,lt,1,12.0,0.0,lt_market,4,6.0,0.3914886842868674,0.5252976262956702,0.08321368941746228
55d06fd334e9060012e5781c|lt|1,55d06fd334e9060012e5781c,lt,1,12.0,0.0,lt_market,4,8.0,0.15180118674477575,0.806704129730041,0.04149468352518311
55d06fd334e9060012e5781c|lt|1,55d06fd334e9060012e5781c,lt,1,12.0,0.0,lt_market,4,12.0,0.055487266258220855,0.9274869428138329,0.017025790927946243
55d7805c69dbc30012b67f32|kw|1,55d7805c69dbc30012b67f32,kw,1,6.0,0.5,kw_market,4,4.0,0.5713387704405489,0.1792504806010859,0.2494107489583651
55d7805c69dbc30012b67f32|kw|1,55d7805c69dbc30012b67f32,kw,1,6.0,0.5,kw_market,4,6.0,0.6553668294832129,0.09370243177759467,0.25093073873919247
55d7805c69dbc30012b67f32|kw|1,55d7805c69dbc30012b67f32,kw,1,6.0,0.5,kw_market,4,8.0,0.48575366787007596,0.2750650314776105,0.23918130065231363
55d7805c69dbc30012b67f32|kw|1,55d7805c69dbc30012b67f32,kw,1,6.0,0.5,kw_market,4,12.0,0.29995356075341156,0.5342551021496966,0.16579133709689176
55d7805c69dbc30012b67f32|lt|0,55d7805c69dbc30012b67f32,lt,0,6.0,0.5,lt_control,4,4.0,0.6968665492495063,0.1911689023050412,0.11196454844545256
55d7805c69dbc30012b67f32|lt|0,55d7805c69dbc30012b67f32,lt,0,6.0,0.5,lt_control,4,6.0,0.7899277660422191,0.09875401929139141,0.11131821466638946
55d7805c69dbc30012b67f32|lt|0,55d7805c69dbc30012b67f32,lt,0,6.0,0.5,lt_control,4,8.0,0.5965315652298586,0.295361386949424,0.10810704782071744
55d7805c69dbc30012b67f32|lt|0,55d7805c69dbc30012b67f32,lt,0,6.0,0.5,lt_control,4,12.0,0.3622119022415662,0.5641029475043086,0.07368515025412525
55ee11c37480920010aaac8b|kw|1,55ee11c37480920010aaac8b,kw,1,12.0,0.0,kw_market,4,4.0,0.6671876269510717,0.0797605109321789,0.25305186211674935
55ee11c37480920010aaac8b|kw|1,55ee11c37480920010aaac8b,kw,1,12.0,0.0,kw_market,4,6.0,0.7209040499797946,0.03927508933948643,0.239820860680719
55ee11c37480920010aaac8b|kw|1,55ee11c37480920010aaac8b,kw,1,12.0,0.0,kw_market,4,8.0,0.6084275558032348,0.13128088025458837,0.26029156394217684
55ee11c37480920010aaac8b|kw|1,55ee11c37480920010aaac8b,kw,1,12.0,0.0,kw_market,4,12.0,0.46319605816528536,0.3143640115691069,0.2224399302656077
56114aa67ffc8a000f81148d|lt|0,56114aa67ffc8a000f81148d,lt,0,6.0,0.5,lt_control,4,4.0,0.558660691924327,0.34065656275237055,0.10068274532330242
