subject_id,subject_effect_S,subject_effect_C,subject_weight_M,subject_weight_S,subject_weight_C
control_kwlt::5b5523d6d8348500012cfccf,0.11903363769744925,-0.07067317326635848,0.6816262657060594,0.29485800245402055,0.02351573183991999
control_kwlt::5b60d0396187040001b252f6,-0.6498440962506293,-0.10827162040531577,0.7942525364440723,0.17902558415158148,0.026721879404346147
control_kwlt::5b60ddcc6b25590001782ce4,-0.4129402941314327,-0.06805217958281237,0.7624701170044915,0.21091585840761617,0.026614024587892325
control_kwlt::5b646a727c39ee00010a18b0,-0.26178611580960004,0.3907062594293794,0.7298018708298032,0.22998784460476646,0.04021028456543038
control_kwlt::5b7535d184850400011a07b8,0.2934357239989487,-0.09051568370868383,0.6523219409782582,0.3256887653011594,0.021989293720582306
control_kwlt::5b75ac687dc4b00001af4e50,-0.22878454129426562,-0.0756876841225819,0.7363465673625471,0.23822153945737745,0.025431893180075552
control_kwlt::5b91755520257e0001ab1a0b,0.5383887436234723,0.4191062559224488,0.5997872533804315,0.36671112142690965,0.03350162519265891
control_kwlt::5bad656fb4bc6e0001c1709e,0.2934357239989487,-0.09051568370868383,0.6523219409782582,0.3256887653011594,0.021989293720582306
control_kwlt::5bbdea3d8f3bd70001e77572,-0.43600630543941443,0.3733745150342639,0.7542259034880465,0.20482136732279208,0.040952729189161444
control_kwlt::5bdabcdaf43c390001f438e4,0.3909713290537325,-0.07699363200551441,0.634980987092963,0.34336429518402994,0.021654717723006943
control_kwlt::5c14e1972b16ba0001c94560,-0.28602056752691546,-0.0896777708678047,0.7449931650243643,0.22961005489524178,0.02539678008039392
control_kwlt::5c2fd16fda51990001e49de9,0.09243034474969176,-0.0833679791635614,0.6862341784314581,0.29037831362528255,0.023387507943259448
control_kwlt::5c31870d8a20f50001ea9dfa,-0.007237253851305389,-0.09688516547417063,0.702632506366125,0.2736997939154586,0.023667699718416403
control_kwlt::5c42f9388bb6fd000163d1b4,0.02329791593320825,0.3692527516407822,0.687743970752797,0.27534769415196125,0.03690833509524169
control_kwlt::5c446608f8b8560001e7c54c,-0.03537606775244346,-0.014129557848461023,0.7056031914852327,0.268564922574531,0.025831885940236273
control_kwlt::5c44a3c7d511190001151268,0.6380156832414965,-0.07090799765465683,0.5899136060198944,0.38994656899356384,0.02013982498654175
